x
1	-0.00860393034985751
2	-0.00588926472743534
3	-0.00370328393307151
4	-0.00355317523152543
5	-0.00424854103860817
6	-0.00297584220602776
7	-0.00384326062403506
8	-0.00242907274538773
9	-0.00384108238049397
10	-0.000452231266120151
11	0.000391433047221668
12	0.000125287469829871
13	-0.00150406996164154
14	0.00394113590119005
15	0.00919997656851557
16	0.00768533199715105
17	0.00914635819291565
18	0.011173369668442
19	0.00995490256775255
20	0.0104018216411541
21	0.0152551496512503
22	0.014242292202832
23	0.0167035061526217
24	0.0181154137218051
25	0.0234670760442022
26	0.0271556811245492
27	0.0283068772096344
28	0.0308401990925624
29	0.0314883620792887
30	0.0328705110940417
31	0.0345353262214747
32	0.0368174581297263
33	0.0390033250064157
34	0.0471384973798905
35	0.0460661374750169
36	0.0597947498995719
37	0.0615431066322634
38	0.0676698660642163
39	0.0731602625954695
40	0.0733934077542875
41	0.080794116793208
42	0.0850639061251881
43	0.0993631637561112
44	0.112631102137502
45	0.136040635086141
46	0.171212819930907
47	0.217699991937838
48	0.493675577900262
49	4.98716239093319
50	6.15442572689357
51	6.6711669775674
52	7.00778741529204
53	7.20137343140679
54	7.35461134217368
55	7.49726636338025
56	7.55093326142804
57	7.68278657760614
58	7.79859184268303
59	7.86306766237754
60	7.95650958741506
61	7.96877635946687
62	8.0498112962823
63	8.11825587580072
64	8.14842960712772
65	8.21215410658245
66	8.24545344104847
67	8.29126871157459
68	8.32092843487449
69	8.36250114768772
70	8.35713588850307
71	8.42504435403741
72	8.43937276962361
73	8.47476859954392
74	8.51483483026592
75	8.54676865078579
76	8.57334326442368
77	8.60009176080749
78	8.62106550777889
79	8.61591592803049
80	8.63409268760807
81	8.63411668491914
82	8.65542630741154
83	8.66288657488599
84	8.66957872839952
85	8.68290278928269
86	8.68521364591665
87	8.72325657445029
88	8.73682357809177
89	8.77125821166259
90	8.76862209665091
91	8.78951564075129
92	8.76303450282906
93	8.7502186271216
94	8.73639685808649
95	8.64724893047831
96	8.61715059813332
97	8.09325254847354
