x
1	-0.106936880272214
2	-0.205816493205056
3	-0.301415809801708
4	-0.400263869925643
5	-0.497529457861776
6	-0.596537830926875
7	-0.693184074363177
8	-0.791159437156881
9	-0.891224888665941
10	-0.986420474567652
11	-1.0840297770425
12	-1.18373409652717
13	-1.28063306086027
14	-1.37652735334527
15	-1.47113554892691
16	-1.56997302007316
17	-1.66658273169058
18	-1.76200484785691
19	-1.86193031210232
20	-1.96118804298721
21	-2.05353690256187
22	-2.15001793217618
23	-2.24659856357038
24	-2.34302214230735
25	-2.43673668399972
26	-2.53321691915346
27	-2.62838202294705
28	-2.72452993072954
29	-2.82362195478881
30	-2.91959643328955
31	-3.01793190401356
32	-3.11279951046083
33	-3.206201738391
34	-3.30003241837181
35	-3.39556632274606
36	-3.48501285249909
37	-3.58138829900549
38	-3.67280299448395
39	-3.76395878466375
40	-3.85647310813137
41	-3.95166239513881
42	-4.04112431663037
43	-4.12736518294206
44	-4.21282018868174
45	-4.29286614305109
46	-4.35513340710111
47	-4.40337915774279
48	-4.2693814961159
49	0.451412777219664
50	1.37717833089806
51	1.73412383201078
