x
1	-0.00705851362622685
2	-0.0139951282529743
3	-0.0209710673379469
4	-0.0282308664400526
5	-0.0352563030139586
6	-0.0418631550946649
7	-0.0486119575091134
8	-0.0561248466593752
9	-0.0637968974089445
10	-0.0699722008497953
11	-0.0775087228526687
12	-0.084696256759619
13	-0.0910731732408212
14	-0.0983058846191606
15	-0.105974651540724
16	-0.112418543125976
17	-0.119729399653244
18	-0.125794530511272
19	-0.132832908114084
20	-0.140663848498765
21	-0.147259862143909
22	-0.153722527197148
23	-0.160559023133718
24	-0.167646130232206
25	-0.175077650937107
26	-0.18216461409773
27	-0.188058794506379
28	-0.195558223330036
29	-0.202779657609259
30	-0.209845639881269
31	-0.218246046818553
32	-0.223863453817824
33	-0.230509003897256
34	-0.23833445325144
35	-0.244609963603802
36	-0.252322215939385
37	-0.258509731789135
38	-0.265863670325098
39	-0.273294630729441
40	-0.279947312050641
41	-0.288474688573095
42	-0.293407057145844
43	-0.300128195169154
44	-0.30949071929227
45	-0.315811795162422
46	-0.32218441186675
47	-0.328734833924059
48	-0.336377408530287
49	-0.344050909305354
