x
1	0.0925220329818478
2	0.184750617839526
3	0.276745306658917
4	0.36672702041658
5	0.458950339923481
6	0.549015326215282
7	0.641448436186359
8	0.732021497044173
9	0.823940869979145
10	0.91807620277931
11	1.00548354277388
12	1.09777513959795
13	1.18798916911363
14	1.27908971402872
15	1.3722871771942
16	1.46165768369911
17	1.55526889979804
18	1.64348218399519
19	1.73474125916417
20	1.83013024297833
21	1.91620566021629
22	2.00780922071315
23	2.10239461705618
24	2.19116527177481
25	2.2842528030949
26	2.37568878353287
27	2.46849530684346
28	2.56048352418845
29	2.64978977737923
30	2.74179954088042
31	2.82984036878048
32	2.92555804137729
33	3.01225378420484
34	3.09975490587644
35	3.19687737869246
36	3.28784320813165
37	3.37391166721239
38	3.46866741268569
39	3.55989498006615
40	3.64682263899434
41	3.73534107827695
42	3.82657203409179
43	3.9187142601426
44	4.01060777063116
45	4.09977535499034
46	4.19562387924335
47	4.28271927262733
48	4.37069283405489
49	4.46745870992509
50	4.55076088108746
51	4.64596148710864
52	4.73275141924926
53	4.82458308075895
54	4.91573285580653
55	5.00397046688121
56	5.08995451468924
57	5.18827355860877
58	5.27748234346504
59	5.36422153089275
60	5.45996714467877
61	5.5408502298118
62	5.6311078431027
63	5.72659164679456
64	5.81557542996832
65	5.90545075854504
66	5.98885869331163
67	6.0820460887048
68	6.17201311895953
69	6.26272928765017
70	6.34602411052694
71	6.44303619686901
72	6.53864148403888
73	6.62988259935886
74	6.72472821132505
75	6.82149127739371
76	6.90845725108882
77	6.99878607720797
78	7.07071459998777
79	7.15547247488683
80	7.23728033680762
81	7.30806055701333
82	7.38996747899375
83	7.47677606841996
84	7.55726714630768
85	7.63239218275818
86	7.71993063073137
87	7.81731300805988
88	7.90364322093427
89	8.00812480496052
90	8.09029125710618
91	8.18042150774876
92	8.23995402363596
93	8.30259941827794
94	8.35708735927187
95	8.33792362127645
96	8.39320098707314
97	7.95421653063236
